gene	target	n_mut	n_wt	med_fc_mut	med_fc_wt	effect	p_value	q_value	sig
NPAS4	CHI3L1	8	171	1.1412	0.1356	1.0056	0.3802716585582032	0.9962269014109203	False
MYO1F	CD44	9	170	0.5082	-0.1904	0.6986	0.39631190006840067	0.9962269014109203	False
ABCC1	CD44	5	174	1.5153	-0.1904	1.7057	0.31795073689801917	0.9962269014109203	False
CXXC11	CHI3L1	7	172	-1.0398	0.166	-1.2057	0.15067295304796283	0.9962269014109203	False
TRERF1	CHI3L1	6	173	2.3315	0.1107	2.2208	0.02231129917785708	0.9962269014109203	False
FAM47A	CD44	9	170	1.5771	-0.2113	1.7885	0.051896696077299326	0.9962269014109203	False
FAM47A	CHI3L1	9	170	0.8153	0.1452	0.6702	0.2746297376125013	0.9962269014109203	False
SEMA3F	CD44	5	174	4.0235	-0.1904	4.2139	0.03641626122824171	0.9962269014109203	False
ALS2CL	CD44	6	173	1.1234	-0.2	1.3234	0.33090760220673304	0.9962269014109203	False
BMP2K	CHI3L1	7	172	1.8132	0.1231	1.69	0.12629171764612587	0.9962269014109203	False
PCDHB15	CD44	5	174	-0.1165	-0.1904	0.0739	0.41944949475528925	0.9962269014109203	False
PCDHB15	CHI3L1	5	174	-0.679	0.166	-0.845	0.2773331221356552	0.9962269014109203	False
PLD1	CHI3L1	5	174	1.408	0.1452	1.2628	0.3053999160174202	0.9962269014109203	False
CADPS	CD44	5	174	0.8239	-0.2113	1.0353	0.14902868250631757	0.9962269014109203	False
ABCC11	CD44	8	171	-0.6308	-0.1798	-0.451	0.3616845120718079	0.9962269014109203	False
KIF13B	CHI3L1	7	172	-0.7039	0.166	-0.8699	0.3062365808215547	0.9962269014109203	False
GPR179	CD44	15	164	0.8239	-0.1904	1.0143	0.10377745294851629	0.9962269014109203	False
GPR179	CHI3L1	15	164	1.408	0.1039	1.304	0.14856822185940405	0.9962269014109203	False
CCDC64B	CD44	7	172	0.916	-0.1904	1.1064	0.2855764622350491	0.9962269014109203	False
TTC33	CHI3L1	5	174	-0.9349	0.166	-1.1008	0.1790209147187175	0.9962269014109203	False
UNC5C	CHI3L1	7	172	1.1736	0.1231	1.0505	0.17830829085895156	0.9962269014109203	False
STXBP5	CD44	5	174	-0.309	-0.1606	-0.1484	0.2473423987412811	0.9962269014109203	False
CCDC66	CD44	6	173	-0.5603	-0.1798	-0.3805	0.402751636693665	0.9962269014109203	False
CCDC66	CHI3L1	6	173	1.4607	0.1356	1.3251	0.402751636693665	0.9962269014109203	False
ZNF813	CD44	5	174	0.6213	-0.1904	0.8117	0.20970175931912416	0.9962269014109203	False
TOPBP1	CD44	5	174	0.8239	-0.1904	1.0143	0.2620603824828826	0.9962269014109203	False
TOPBP1	CHI3L1	5	174	1.5527	0.1231	1.4296	0.141509063692335	0.9962269014109203	False
PTPRC	CD44	6	173	0.6306	-0.2	0.8306	0.41628736374475256	0.9962269014109203	False
ZNF804B	CD44	5	174	0.8239	-0.1904	1.0143	0.21623900357325979	0.9962269014109203	False
ZNF804B	CHI3L1	5	174	2.9618	0.0915	2.8703	0.0031609115875055106	0.9962269014109203	False
GIGYF1	CD44	5	174	1.4229	-0.1904	1.6133	0.3264917205061621	0.9962269014109203	False
NEK1	CD44	5	174	4.0235	-0.2113	4.2348	0.02435896063053007	0.9962269014109203	False
KIF1B	CHI3L1	7	172	1.5527	0.1452	1.4075	0.39393508718503345	0.9962269014109203	False
TNN	CD44	8	171	2.1472	-0.2	2.3472	0.04891783004123914	0.9962269014109203	False
MEI1	CHI3L1	5	174	2.5314	0.0915	2.44	0.01528017320678255	0.9962269014109203	False
NTRK2	CD44	5	174	1.2111	-0.1904	1.4015	0.2473423987412811	0.9962269014109203	False
NTRK2	CHI3L1	5	174	0.8745	0.1231	0.7514	0.28915281843683893	0.9962269014109203	False
GPRIN2	CD44	5	174	-1.5738	-0.1761	-1.3976	0.19394660273662845	0.9962269014109203	False
GPRIN2	CHI3L1	5	174	-1.0398	0.166	-1.2057	0.2001483712509759	0.9962269014109203	False
SCAP	CD44	5	174	0.8239	-0.1904	1.0143	0.3012859177965267	0.9962269014109203	False
CADPS	CHI3L1	5	174	1.5527	0.1452	1.4075	0.33956320934050116	0.9962269014109203	False
NETO2	CHI3L1	5	174	1.5527	0.1452	1.4075	0.37593610172241126	0.9962269014109203	False
A1BG	CHI3L1	5	174	2.0729	0.1231	1.9498	0.08562968551382572	0.9962269014109203	False
PZP	CHI3L1	6	173	-0.4438	0.1594	-0.6031	0.20966036554360343	0.9962269014109203	False
MBD5	CHI3L1	6	173	-2.6183	0.1594	-2.7777	0.13133166878675023	0.9962269014109203	False
STAG3	CHI3L1	5	174	1.5527	0.1231	1.4296	0.10997860531963641	0.9962269014109203	False
ATG2A	CHI3L1	9	170	-0.7039	0.166	-0.8699	0.15680156786674165	0.9962269014109203	False
PDCD6IP	CD44	5	174	1.5153	-0.1904	1.7057	0.12058192762362972	0.9962269014109203	False
PCSK9	CHI3L1	6	173	-0.0144	0.1547	-0.1691	0.31137931201716296	0.9962269014109203	False
BRCA1	CHI3L1	7	172	-0.679	0.166	-0.845	0.09234745870083182	0.9962269014109203	False
DDX24	CD44	5	174	0.8239	-0.1904	1.0143	0.19703083127320498	0.9962269014109203	False
DDX24	CHI3L1	5	174	1.5527	0.0915	1.4612	0.058901953812952414	0.9962269014109203	False
SPATA5L1	CD44	5	174	0.7327	-0.1904	0.9231	0.3666373999262974	0.9962269014109203	False
TOX2	CD44	5	174	-0.8866	-0.1606	-0.726	0.1319099026172646	0.9962269014109203	False
TOX2	CHI3L1	5	174	-0.679	0.166	-0.845	0.2001483712509759	0.9962269014109203	False
SLC22A9	CHI3L1	5	174	-0.679	0.157	-0.8361	0.19703083127320498	0.9962269014109203	False
ARID3A	CD44	7	172	-1.6275	-0.1761	-1.4514	0.08648903314589831	0.9962269014109203	False
ARID3A	CHI3L1	7	172	-0.7722	0.166	-0.9382	0.402188982865245	0.9962269014109203	False
EML5	CHI3L1	5	174	-0.7039	0.166	-0.8699	0.10997860531963641	0.9962269014109203	False
TMC3	CD44	7	172	0.4448	-0.1904	0.6352	0.23203532987255762	0.9962269014109203	False
TMC3	CHI3L1	7	172	-0.7039	0.166	-0.8699	0.09234745870083182	0.9962269014109203	False
C19orf57	CD44	7	172	0.916	-0.1904	1.1064	0.4318477222202246	0.9962269014109203	False
C19orf57	CHI3L1	7	172	1.1736	0.1452	1.0285	0.3817399128017028	0.9962269014109203	False
DHX29	CD44	7	172	0.8239	-0.2018	1.0257	0.2626385858840172	0.9962269014109203	False
USP9X	CHI3L1	5	174	-0.7408	0.166	-0.9068	0.18194038087955616	0.9962269014109203	False
MEI1	CD44	5	174	0.8239	-0.1904	1.0143	0.3529456528583059	0.9962269014109203	False
PPP1R26	CD44	6	173	-1.1595	-0.1488	-1.0107	0.03367798878018083	0.9962269014109203	False
KBTBD8	CD44	5	174	-1.5118	-0.1761	-1.3357	0.08227631810764156	0.9962269014109203	False
KBTBD8	CHI3L1	5	174	-1.3156	0.1972	-1.5127	0.010042909706926879	0.9962269014109203	False
SLC30A3	CD44	6	173	-0.9242	-0.1724	-0.7517	0.2247885694057986	0.9962269014109203	False
SLC30A3	CHI3L1	6	173	-1.2341	0.1726	-1.4067	0.04634653658323861	0.9962269014109203	False
CNTNAP2	CHI3L1	15	164	1.408	0.0915	1.3165	0.05441224705019184	0.9962269014109203	False
SEPT10	CD44	5	174	0.916	-0.1904	1.1064	0.25463219776492385	0.9962269014109203	False
SEPT10	CHI3L1	5	174	1.408	0.1452	1.2628	0.21295349705399838	0.9962269014109203	False
SPAST	CD44	5	174	0.8239	-0.1904	1.0143	0.3264917205061621	0.9962269014109203	False
SPAST	CHI3L1	5	174	1.5527	0.1452	1.4075	0.38063646503943604	0.9962269014109203	False
KDM5B	CD44	7	172	0.6213	-0.2113	0.8326	0.12253119874010195	0.9962269014109203	False
FBXL13	CD44	5	174	0.8239	-0.1904	1.0143	0.37593610172241126	0.9962269014109203	False
FBXL13	CHI3L1	5	174	1.5527	0.1452	1.4075	0.3901386914648556	0.9962269014109203	False
FLRT1	CD44	5	174	2.4838	-0.1904	2.6742	0.09817801380493882	0.9962269014109203	False
FLRT1	CHI3L1	5	174	2.7499	0.1231	2.6268	0.13664903647806617	0.9962269014109203	False
MED16	CHI3L1	6	173	2.0421	0.1356	1.9064	0.2247885694057986	0.9962269014109203	False
TANC2	CD44	6	173	1.6103	-0.1808	1.7911	0.19807233341366753	0.9962269014109203	False
THSD7B	CD44	12	167	-0.0127	-0.2	0.1872	0.4210508723357489	0.9962269014109203	False
DDR1	CD44	5	174	2.0688	-0.1904	2.2592	0.2473423987412811	0.9962269014109203	False
CD22	CD44	8	171	0.7123	-0.2227	0.935	0.09646271611422966	0.9962269014109203	False
SPAG8	CHI3L1	6	173	-0.9118	0.1594	-1.0712	0.18693597878575938	0.9962269014109203	False
USH2A	CD44	17	162	-0.45	-0.1761	-0.2739	0.4354891161430493	0.9962269014109203	False
ZNF407	CD44	10	169	0.8252	-0.2	1.0252	0.21714105929622818	0.9962269014109203	False
HLA-B	CD44	7	172	1.5153	-0.2248	1.7402	0.015763829959807133	0.9962269014109203	False
HLA-B	CHI3L1	7	172	2.9618	0.1231	2.8386	0.05921410385851016	0.9962269014109203	False
MAPK10	CHI3L1	5	174	1.5527	0.1231	1.4296	0.14902868250631757	0.9962269014109203	False
CORO7	CD44	6	173	0.3035	-0.1808	0.4843	0.2889184820549116	0.9962269014109203	False
PALD1	CD44	6	173	-1.4359	-0.1724	-1.2635	0.03754698821933724	0.9962269014109203	False
PALD1	CHI3L1	6	173	-0.7469	0.1594	-0.9063	0.3230080055731855	0.9962269014109203	False
USP31	CHI3L1	8	171	1.3632	0.1107	1.2525	0.10391780354128012	0.9962269014109203	False
ZNF324B	CD44	5	174	0.5082	-0.1904	0.6986	0.16218410141589454	0.9962269014109203	False
DDR1	CHI3L1	5	174	2.5314	0.1452	2.3863	0.41944949475528925	0.9962269014109203	False
C1orf65	CHI3L1	5	174	-0.7039	0.166	-0.8699	0.10997860531963641	0.9962269014109203	False
PTCH1	CHI3L1	10	169	1.3727	0.1356	1.2371	0.437942822899974	0.9962269014109203	False
FBXO34	CD44	5	174	1.5153	-0.1904	1.7057	0.4345508357200731	0.9962269014109203	False
PPFIBP1	CD44	7	172	-0.8116	-0.1761	-0.6355	0.4449200564969667	0.9962269014109203	False
PPFIBP1	CHI3L1	7	172	-0.679	0.157	-0.8361	0.3619140605334391	0.9962269014109203	False
SLC37A1	CD44	6	173	0.6714	-0.2	0.8714	0.38946958003050336	0.9962269014109203	False
CPS1	CD44	7	172	0.1233	-0.1904	0.3137	0.41475401264344175	0.9962269014109203	False
ANKRD11	CD44	5	174	1.5153	-0.2113	1.7267	0.035546241106661096	0.9962269014109203	False
ANKRD11	CHI3L1	5	174	1.5527	0.1231	1.4296	0.1790209147187175	0.9962269014109203	False
CSTF2T	CD44	7	172	1.5529	-0.2113	1.7642	0.013709399118880746	0.9962269014109203	False
ADAMTS15	CD44	6	173	3.0699	-0.2	3.2699	0.07277107833420947	0.9962269014109203	False
LRRC9	CD44	7	172	-0.0776	-0.1904	0.1128	0.17346894982584005	0.9962269014109203	False
KIF3C	CD44	7	172	-0.7508	-0.1488	-0.602	0.10663459562792992	0.9962269014109203	False
KIF3C	CHI3L1	7	172	-0.7039	0.166	-0.8699	0.42325254060941475	0.9962269014109203	False
OTOP1	CD44	6	173	1.3115	-0.2	1.5115	0.10951508706465327	0.9962269014109203	False
SLC37A1	CHI3L1	6	173	-0.8069	0.1726	-0.9795	0.2780868176188535	0.9962269014109203	False
GMPPA	CD44	5	174	0.6488	-0.2113	0.8601	0.16490996770922178	0.9962269014109203	False
ITGB4	CHI3L1	5	174	1.5527	0.1231	1.4296	0.31795073689801917	0.9962269014109203	False
CACHD1	CD44	5	174	0.4854	-0.1904	0.6758	0.3222038586418237	0.9962269014109203	False
PLCG1	CHI3L1	8	171	3.7682	0.1356	3.6325	0.050640243964653435	0.9962269014109203	False
NFATC2	CD44	6	173	0.5255	-0.2	0.7255	0.16103040682975386	0.9962269014109203	False
TYW1	CD44	8	171	-0.6683	-0.1724	-0.4959	0.4230999128585868	0.9962269014109203	False
TYW1	CHI3L1	8	171	-0.6595	0.1594	-0.8189	0.3580339571454262	0.9962269014109203	False
NUP210L	CD44	14	165	0.7364	-0.2	0.9363	0.406540110655779	0.9962269014109203	False
KIAA1549	CD44	7	172	-0.8866	-0.1761	-0.7105	0.34271837884541323	0.9962269014109203	False
KIAA1549	CHI3L1	7	172	-1.1446	0.166	-1.3105	0.15284910393498505	0.9962269014109203	False
KIF26A	CD44	16	163	0.0632	-0.2	0.2631	0.28492188712086886	0.9962269014109203	False
PHC2	CHI3L1	8	171	-0.9242	0.1726	-1.0968	0.16454634918500088	0.9962269014109203	False
CIC	CD44	26	153	0.138	-0.1808	0.3188	0.3051339551350608	0.9962269014109203	False
TRDN	CD44	8	171	0.474	-0.1808	0.6548	0.4393215664501236	0.9962269014109203	False
TNRC18	CD44	12	167	0.5055	-0.1808	0.6864	0.3606188844813104	0.9962269014109203	False
CSTF2T	CHI3L1	7	172	2.9618	0.1231	2.8386	0.044039593134307914	0.9962269014109203	False
PAPOLB	CHI3L1	5	174	-1.0398	0.166	-1.2057	0.14902868250631757	0.9962269014109203	False
NEURL4	CD44	5	174	2.4694	-0.1904	2.6598	0.09264307791802955	0.9962269014109203	False
NEURL4	CHI3L1	5	174	1.1736	0.1231	1.0505	0.15682759984095518	0.9962269014109203	False
RBPJL	CD44	6	173	-0.8517	-0.1724	-0.6792	0.3269431206197047	0.9962269014109203	False
SND1	CD44	7	172	-0.8866	-0.1761	-0.7105	0.44053880288178693	0.9962269014109203	False
SND1	CHI3L1	7	172	-1.1446	0.166	-1.3105	0.11885472835393417	0.9962269014109203	False
KIAA1467	CD44	8	171	-1.6859	-0.1724	-1.5135	0.03229036843655262	0.9962269014109203	False
ABCA1	CD44	6	173	0.3257	-0.2	0.5257	0.3429770286643556	0.9962269014109203	False
RPH3A	CD44	7	172	-0.8866	-0.1488	-0.7378	0.011599687376040474	0.9962269014109203	False
RPH3A	CHI3L1	7	172	-2.9502	0.1972	-3.1474	0.021101515672314212	0.9962269014109203	False
HTR3C	CD44	5	174	3.4326	-0.2113	3.6439	0.03143980217461299	0.9962269014109203	False
LY75-CD302	CD44	8	171	-0.5295	-0.1808	-0.3487	0.40330557418334323	0.9962269014109203	False
PLCG1	CD44	8	171	1.2341	-0.2	1.4341	0.07899704584657576	0.9962269014109203	False
YTHDC1	CD44	6	173	1.0802	-0.1808	1.261	0.3679033645239788	0.9962269014109203	False
YTHDC1	CHI3L1	6	173	1.0241	0.1356	0.8884	0.37644377372546145	0.9962269014109203	False
AP3B1	CD44	5	174	-0.8116	-0.1761	-0.6355	0.2620603824828826	0.9962269014109203	False
EPC2	CD44	5	174	-1.0118	-0.1761	-0.8357	0.19394660273662845	0.9962269014109203	False
PTPN14	CD44	7	172	0.8239	-0.1904	1.0143	0.19599930971423019	0.9962269014109203	False
PTPN14	CHI3L1	7	172	1.1736	0.0915	1.0822	0.1442797609572121	0.9962269014109203	False
KAT6B	CD44	10	169	1.4464	-0.2	1.6464	0.14421513327811314	0.9962269014109203	False
CENPT	CHI3L1	5	174	-0.679	0.157	-0.8361	0.4144813038033697	0.9962269014109203	False
SAMD4B	CD44	5	174	-0.8866	-0.1761	-0.7105	0.3012859177965267	0.9962269014109203	False
SAMD4B	CHI3L1	5	174	-0.7039	0.1972	-0.9011	0.08063721944844883	0.9962269014109203	False
VILL	CD44	6	173	1.0007	-0.2	1.2007	0.10229320171845911	0.9962269014109203	False
VILL	CHI3L1	6	173	1.1897	0.1356	1.0541	0.3850990645925232	0.9962269014109203	False
GRIK1	CHI3L1	5	174	1.1736	0.1231	1.0505	0.2001483712509759	0.9962269014109203	False
ADRBK1	CD44	7	172	1.0869	-0.1904	1.2773	0.19339961692857088	0.9962269014109203	False
MUC5B	CD44	27	152	0.6213	-0.237	0.8583	0.18152135258246116	0.9962269014109203	False
CDAN1	CHI3L1	8	171	1.3632	0.1107	1.2525	0.2305327311792096	0.9962269014109203	False
PCDHA1	CD44	5	174	3.6705	-0.2113	3.8819	0.023109537715428154	0.9962269014109203	False
PCDHA1	CHI3L1	5	174	2.6524	0.1231	2.5293	0.083940393784648	0.9962269014109203	False
MSTO1	CD44	6	173	1.3245	-0.2	1.5245	0.23104179019663615	0.9962269014109203	False
ARHGAP21	CD44	5	174	-0.309	-0.1803	-0.1287	0.4095461783497796	0.9962269014109203	False
FRMD4A	CD44	6	173	0.856	-0.2	1.056	0.3037742582644416	0.9962269014109203	False
FRMD4A	CHI3L1	6	173	2.6039	0.1107	2.4933	0.12922620490047906	0.9962269014109203	False
NLRP11	CHI3L1	8	171	1.1854	0.1107	1.0747	0.11674838879725816	0.9962269014109203	False
ARVCF	CD44	5	174	0.8239	-0.1904	1.0143	0.39494034455462407	0.9962269014109203	False
COL4A3	CD44	9	170	-0.309	-0.1643	-0.1447	0.3781926341826607	0.9962269014109203	False
COL4A3	CHI3L1	9	170	-0.679	0.166	-0.845	0.38537826768390104	0.9962269014109203	False
NUP153	CHI3L1	5	174	1.1736	0.1231	1.0505	0.12058192762362972	0.9962269014109203	False
TDRD7	CD44	5	174	-0.8866	-0.1643	-0.7223	0.04102221150083276	0.9962269014109203	False
SLC5A6	CHI3L1	5	174	3.7839	0.1452	3.6388	0.2773331221356552	0.9962269014109203	False
TSHZ3	CD44	7	172	-1.97	-0.1761	-1.7938	0.13209220485066722	0.9962269014109203	False
RBPJL	CHI3L1	6	173	-1.3025	0.1726	-1.4751	0.08580538634380191	0.9962269014109203	False
ITCH	CD44	5	174	0.3615	-0.2113	0.5728	0.2473423987412811	0.9962269014109203	False
CCSER1	CHI3L1	6	173	1.452	0.1356	1.3164	0.3636764174473095	0.9962269014109203	False
ZXDB	CD44	5	174	-0.4865	-0.1761	-0.3104	0.4345508357200731	0.9962269014109203	False
ZXDB	CHI3L1	5	174	-1.0398	0.1636	-1.2034	0.33517143799739624	0.9962269014109203	False
CBL	CHI3L1	7	172	2.7499	0.1231	2.6268	0.11526132046170592	0.9962269014109203	False
MYO1D	CD44	7	172	0.916	-0.2113	1.1274	0.2594639652818231	0.9962269014109203	False
