pathway_id	pathway_name	target	n_mut	n_wt	med_fc_mut	med_fc_wt	effect	p_value	q_value	sig
R-HSA-9013418	RHOBTB2 GTPase cycle	CD44	20	159	-0.2908	-0.1798	-0.111	0.7888123958975448	0.9958970300880995	False
R-HSA-2022928	HS-GAG biosynthesis	CHI3L1	7	172	-0.2014	0.157	-0.3584	0.7624174877429625	0.9958970300880995	False
R-HSA-2022928	HS-GAG biosynthesis	CD44	7	172	-1.1168	-0.1761	-0.9407	0.08366915018929445	0.9958970300880995	False
R-HSA-1221632	Meiotic synapsis	CHI3L1	25	154	-0.7408	0.3907	-1.1316	0.06679789287974919	0.9958970300880995	False
R-HSA-1221632	Meiotic synapsis	CD44	25	154	-0.45	-0.1488	-0.3012	0.6486365885200029	0.9958970300880995	False
R-HSA-380270	Recruitment of mitotic centrosome proteins and complexes	CHI3L1	36	143	-0.1047	0.3844	-0.489	0.47948731969022707	0.9958970300880995	False
R-HSA-380270	Recruitment of mitotic centrosome proteins and complexes	CD44	36	143	-0.6628	-0.1165	-0.5463	0.15466331905159011	0.9958970300880995	False
R-HSA-8854518	AURKA Activation by TPX2	CHI3L1	36	143	-0.1047	0.3844	-0.489	0.47948731969022707	0.9958970300880995	False
R-HSA-8854518	AURKA Activation by TPX2	CD44	36	143	-0.6628	-0.1165	-0.5463	0.15466331905159011	0.9958970300880995	False
R-HSA-5620912	Anchoring of the basal body to the plasma membrane	CHI3L1	36	143	-0.1047	0.3844	-0.489	0.47948731969022707	0.9958970300880995	False
R-HSA-5620912	Anchoring of the basal body to the plasma membrane	CD44	36	143	-0.6628	-0.1165	-0.5463	0.15466331905159011	0.9958970300880995	False
R-HSA-380259	Loss of Nlp from mitotic centrosomes	CHI3L1	36	143	-0.1047	0.3844	-0.489	0.47948731969022707	0.9958970300880995	False
R-HSA-380259	Loss of Nlp from mitotic centrosomes	CD44	36	143	-0.6628	-0.1165	-0.5463	0.15466331905159011	0.9958970300880995	False
R-HSA-380320	Recruitment of NuMA to mitotic centrosomes	CHI3L1	39	140	-0.1476	0.3907	-0.5383	0.2953128506026954	0.9958970300880995	False
R-HSA-380320	Recruitment of NuMA to mitotic centrosomes	CD44	39	140	-0.5793	-0.1273	-0.452	0.2733161874888014	0.9958970300880995	False
R-HSA-5576890	Phase 3 - rapid repolarisation	CHI3L1	13	166	-0.2085	0.157	-0.3655	0.7534949812163532	0.9958970300880995	False
R-HSA-5576890	Phase 3 - rapid repolarisation	CD44	13	166	-0.45	-0.1761	-0.2739	0.6110544774303179	0.9958970300880995	False
R-HSA-380284	Loss of proteins required for interphase microtubule organization from the centrosome	CHI3L1	36	143	-0.1047	0.3844	-0.489	0.47948731969022707	0.9958970300880995	False
R-HSA-380284	Loss of proteins required for interphase microtubule organization from the centrosome	CD44	36	143	-0.6628	-0.1165	-0.5463	0.15466331905159011	0.9958970300880995	False
R-HSA-3214847	HATs acetylate histones	CHI3L1	42	137	-0.1902	0.1594	-0.3496	0.778850766532295	0.9958970300880995	False
R-HSA-3214847	HATs acetylate histones	CD44	42	137	-0.2161	-0.1808	-0.0353	0.6866868489404587	0.9958970300880995	False
R-HSA-5655302	Signaling by FGFR1 in disease	CHI3L1	20	159	0.6573	0.1356	0.5217	0.4568544613456176	0.9958970300880995	False
R-HSA-5655302	Signaling by FGFR1 in disease	CD44	20	159	-0.2908	-0.1798	-0.111	0.523000790624651	0.9958970300880995	False
R-HSA-1839117	Signaling by cytosolic FGFR1 fusion mutants	CHI3L1	17	162	-0.2085	0.157	-0.3655	0.7066297099055592	0.9958970300880995	False
R-HSA-1839117	Signaling by cytosolic FGFR1 fusion mutants	CD44	17	162	-0.5204	-0.1488	-0.3716	0.4043068961239278	0.9958970300880995	False
R-HSA-425561	Sodium/Calcium exchangers	CHI3L1	6	173	-2.6307	0.1726	-2.8033	0.07693401160970484	0.9958970300880995	False
R-HSA-425561	Sodium/Calcium exchangers	CD44	6	173	-1.0119	-0.1724	-0.8395	0.16103040682975386	0.9958970300880995	False
R-HSA-917729	Endosomal Sorting Complex Required For Transport (ESCRT)	CHI3L1	19	160	0.8745	0.1452	0.7294	0.5075646934109586	0.9958970300880995	False
R-HSA-180024	DARPP-32 events	CHI3L1	17	162	-0.64	0.1972	-0.8372	0.7029758985232571	0.9958970300880995	False
R-HSA-162588	Budding and maturation of HIV virion	CHI3L1	17	162	1.1736	0.1231	1.0505	0.22899171495879278	0.9958970300880995	False
R-HSA-162588	Budding and maturation of HIV virion	CD44	17	162	0.6488	-0.1904	0.8392	0.40708520537302806	0.9958970300880995	False
R-HSA-6807878	COPI-mediated anterograde transport	CHI3L1	37	142	-0.0617	0.2785	-0.3402	0.6142326379409733	0.9958970300880995	False
R-HSA-6807878	COPI-mediated anterograde transport	CD44	37	142	-0.3111	-0.1273	-0.1838	0.5723478738782835	0.9958970300880995	False
R-HSA-9768727	Regulation of CDH1 posttranslational processing and trafficking to plasma membrane	CHI3L1	24	155	-0.6526	0.2217	-0.8744	0.17619900271952704	0.9958970300880995	False
R-HSA-9768727	Regulation of CDH1 posttranslational processing and trafficking to plasma membrane	CD44	24	155	-0.1862	-0.1808	-0.0054	0.6705083533485567	0.9958970300880995	False
R-HSA-983231	Factors involved in megakaryocyte development and platelet production	CHI3L1	31	148	1.1736	0.0003	1.1734	0.08803976685364479	0.9958970300880995	False
R-HSA-983231	Factors involved in megakaryocyte development and platelet production	CD44	31	148	-0.2727	-0.1761	-0.0965	0.7301110026364228	0.9958970300880995	False
R-HSA-192105	Synthesis of bile acids and bile salts	CHI3L1	12	167	-0.1142	0.1594	-0.2735	0.7013086199694125	0.9958970300880995	False
R-HSA-192105	Synthesis of bile acids and bile salts	CD44	12	167	-0.4445	-0.1724	-0.272	0.38222049070928454	0.9958970300880995	False
R-HSA-180024	DARPP-32 events	CD44	17	162	-0.2727	-0.1803	-0.0923	0.7584588895267514	0.9958970300880995	False
R-HSA-1660661	Sphingolipid de novo biosynthesis	CD44	11	168	-0.309	-0.1761	-0.1329	0.9020056442380926	0.9958970300880995	False
R-HSA-9755511	KEAP1-NFE2L2 pathway	CHI3L1	36	143	-0.4242	0.1594	-0.5836	0.7748094163387784	0.9958970300880995	False
R-HSA-9755511	KEAP1-NFE2L2 pathway	CD44	36	143	-0.2599	-0.1798	-0.08	0.5347570972176829	0.9958970300880995	False
R-HSA-442982	Ras activation upon Ca2+ influx through NMDA receptor	CHI3L1	21	158	0.8027	0.1452	0.6575	0.751992448713644	0.9958970300880995	False
R-HSA-442982	Ras activation upon Ca2+ influx through NMDA receptor	CD44	21	158	-0.2616	-0.1803	-0.0813	0.5465815146182702	0.9958970300880995	False
R-HSA-420499	Class C/3 (Metabotropic glutamate/pheromone receptors)	CHI3L1	19	160	0.8745	0.1452	0.7294	0.4751364827796559	0.9958970300880995	False
R-HSA-420499	Class C/3 (Metabotropic glutamate/pheromone receptors)	CD44	19	160	-0.1381	-0.2113	0.0732	0.5630334201621303	0.9958970300880995	False
R-HSA-416993	Trafficking of GluR2-containing AMPA receptors	CHI3L1	13	166	-0.6262	0.166	-0.7922	0.56135872887663	0.9958970300880995	False
R-HSA-416993	Trafficking of GluR2-containing AMPA receptors	CD44	13	166	-0.2	-0.1803	-0.0197	0.6227939631502992	0.9958970300880995	False
R-HSA-174490	Membrane binding and targetting of GAG proteins	CHI3L1	14	165	1.0241	0.1356	0.8884	0.486620593092127	0.9958970300880995	False
R-HSA-174490	Membrane binding and targetting of GAG proteins	CD44	14	165	0.1699	-0.1808	0.3507	0.7451695207163793	0.9958970300880995	False
R-HSA-5693568	Resolution of D-loop Structures through Holliday Junction Intermediates	CHI3L1	10	169	1.5348	0.1356	1.3992	0.20566717961735548	0.9958970300880995	False
R-HSA-5693568	Resolution of D-loop Structures through Holliday Junction Intermediates	CD44	10	169	0.2575	-0.1808	0.4383	0.63536008047136	0.9958970300880995	False
R-HSA-9709603	Impaired BRCA2 binding to PALB2	CHI3L1	10	169	1.5348	0.1356	1.3992	0.20566717961735548	0.9958970300880995	False
R-HSA-9709603	Impaired BRCA2 binding to PALB2	CD44	10	169	0.2575	-0.1808	0.4383	0.63536008047136	0.9958970300880995	False
R-HSA-5693616	Presynaptic phase of homologous DNA pairing and strand exchange	CHI3L1	12	167	1.5348	0.1356	1.3992	0.28988228265054317	0.9958970300880995	False
R-HSA-5693616	Presynaptic phase of homologous DNA pairing and strand exchange	CD44	12	167	0.2575	-0.1808	0.4383	0.6507162260264658	0.9958970300880995	False
R-HSA-9763198	Impaired BRCA2 binding to SEM1 (DSS1)	CHI3L1	10	169	1.5348	0.1356	1.3992	0.20566717961735548	0.9958970300880995	False
R-HSA-9763198	Impaired BRCA2 binding to SEM1 (DSS1)	CD44	10	169	0.2575	-0.1808	0.4383	0.63536008047136	0.9958970300880995	False
R-HSA-5693579	Homologous DNA Pairing and Strand Exchange	CHI3L1	10	169	1.5348	0.1356	1.3992	0.20566717961735548	0.9958970300880995	False
R-HSA-5693579	Homologous DNA Pairing and Strand Exchange	CD44	10	169	0.2575	-0.1808	0.4383	0.63536008047136	0.9958970300880995	False
R-HSA-9704331	Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function	CHI3L1	10	169	1.5348	0.1356	1.3992	0.20566717961735548	0.9958970300880995	False
R-HSA-9704331	Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function	CD44	10	169	0.2575	-0.1808	0.4383	0.63536008047136	0.9958970300880995	False
R-HSA-9709570	Impaired BRCA2 binding to RAD51	CHI3L1	12	167	1.5348	0.1356	1.3992	0.28988228265054317	0.9958970300880995	False
R-HSA-9709570	Impaired BRCA2 binding to RAD51	CD44	12	167	0.2575	-0.1808	0.4383	0.6507162260264658	0.9958970300880995	False
R-HSA-912446	Meiotic recombination	CHI3L1	16	163	1.4624	0.1107	1.3518	0.16672762796742824	0.9958970300880995	False
R-HSA-912446	Meiotic recombination	CD44	16	163	0.2027	-0.1808	0.3835	0.4200007464251978	0.9958970300880995	False
R-HSA-9704646	Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function	CHI3L1	10	169	1.5348	0.1356	1.3992	0.20566717961735548	0.9958970300880995	False
R-HSA-9704646	Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function	CD44	10	169	0.2575	-0.1808	0.4383	0.63536008047136	0.9958970300880995	False
R-HSA-5693554	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	CHI3L1	10	169	1.5348	0.1356	1.3992	0.20566717961735548	0.9958970300880995	False
R-HSA-5693554	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	CD44	10	169	0.2575	-0.1808	0.4383	0.63536008047136	0.9958970300880995	False
R-HSA-9701192	Defective homologous recombination repair (HRR) due to BRCA1 loss of function	CHI3L1	10	169	1.5348	0.1356	1.3992	0.20566717961735548	0.9958970300880995	False
R-HSA-9701192	Defective homologous recombination repair (HRR) due to BRCA1 loss of function	CD44	10	169	0.2575	-0.1808	0.4383	0.63536008047136	0.9958970300880995	False
R-HSA-5685942	HDR through Homologous Recombination (HRR)	CHI3L1	23	156	0.8745	0.1452	0.7294	0.5362079284699577	0.9958970300880995	False
R-HSA-5685942	HDR through Homologous Recombination (HRR)	CD44	23	156	0.6488	-0.1904	0.8392	0.4782760293615522	0.9958970300880995	False
R-HSA-9709275	Impaired BRCA2 translocation to the nucleus	CHI3L1	10	169	1.5348	0.1356	1.3992	0.20566717961735548	0.9958970300880995	False
R-HSA-9709275	Impaired BRCA2 translocation to the nucleus	CD44	10	169	0.2575	-0.1808	0.4383	0.63536008047136	0.9958970300880995	False
R-HSA-5685939	HDR through MMEJ (alt-NHEJ)	CHI3L1	12	167	0.7485	0.1547	0.5938	0.5127006947290926	0.9958970300880995	False
R-HSA-5685939	HDR through MMEJ (alt-NHEJ)	CD44	12	167	-0.3739	-0.1798	-0.1941	0.8467872889515284	0.9958970300880995	False
R-HSA-9013406	RHOQ GTPase cycle	CHI3L1	28	151	0.5869	0.1356	0.4513	0.6323006572985999	0.9958970300880995	False
R-HSA-9013406	RHOQ GTPase cycle	CD44	28	151	0.16	-0.2269	0.3869	0.24706330672846066	0.9958970300880995	False
R-HSA-9013409	RHOJ GTPase cycle	CHI3L1	28	151	0.9563	0.1107	0.8456	0.24706330672846066	0.9958970300880995	False
R-HSA-9013409	RHOJ GTPase cycle	CD44	28	151	0.0943	-0.2227	0.317	0.3160309819157575	0.9958970300880995	False
R-HSA-388844	Receptor-type tyrosine-protein phosphatases	CHI3L1	20	159	1.0241	0.1356	0.8884	0.27684337428920236	0.9958970300880995	False
R-HSA-388844	Receptor-type tyrosine-protein phosphatases	CD44	20	159	0.1079	-0.2227	0.3306	0.4033742864128974	0.9958970300880995	False
R-HSA-9603505	NTRK3 as a dependence receptor	CHI3L1	5	174	1.3684	0.1452	1.2232	0.929015898451462	0.9958970300880995	False
R-HSA-9603505	NTRK3 as a dependence receptor	CD44	5	174	0.916	-0.2113	1.1274	0.2696272734499027	0.9958970300880995	False
R-HSA-9034864	Activated NTRK3 signals through RAS	CHI3L1	5	174	1.408	0.1231	1.2848	0.28517811506984103	0.9958970300880995	False
R-HSA-9034864	Activated NTRK3 signals through RAS	CD44	5	174	0.2039	-0.1904	0.3943	0.7565610171191018	0.9958970300880995	False
R-HSA-9034793	Activated NTRK3 signals through PLCG1	CHI3L1	11	168	2.9618	0.1231	2.8386	0.07493646007673173	0.9958970300880995	False
R-HSA-9034793	Activated NTRK3 signals through PLCG1	CD44	11	168	0.916	-0.2113	1.1274	0.1205150058959647	0.9958970300880995	False
R-HSA-8854214	TBC/RABGAPs	CHI3L1	30	149	0.7478	0.1356	0.6122	0.7794871085585595	0.9958970300880995	False
R-HSA-8854214	TBC/RABGAPs	CD44	30	149	0.0945	-0.2	0.2945	0.39661273159188115	0.9958970300880995	False
R-HSA-1632852	Macroautophagy	CHI3L1	32	147	0.7478	0.1356	0.6122	0.6940222977793054	0.9958970300880995	False
R-HSA-1632852	Macroautophagy	CD44	32	147	-0.2649	-0.1798	-0.085	0.5735641807974226	0.9958970300880995	False
R-HSA-5674400	Constitutive Signaling by AKT1 E17K in Cancer	CHI3L1	21	158	-0.679	0.166	-0.845	0.5465815146182702	0.9958970300880995	False
R-HSA-5674400	Constitutive Signaling by AKT1 E17K in Cancer	CD44	21	158	-0.309	-0.1606	-0.1484	0.36879504062359403	0.9958970300880995	False
R-HSA-165181	Inhibition of TSC complex formation by AKT (PKB)	CHI3L1	16	163	0.2063	0.1547	0.0516	0.6914485267767463	0.9958970300880995	False
R-HSA-165181	Inhibition of TSC complex formation by AKT (PKB)	CD44	16	163	-0.1036	-0.1808	0.0772	0.8259235577824618	0.9958970300880995	False
R-HSA-2871809	FCERI mediated Ca+2 mobilization	CHI3L1	20	159	0.7401	0.1547	0.5854	0.454089244235539	0.9958970300880995	False
R-HSA-2871809	FCERI mediated Ca+2 mobilization	CD44	20	159	0.0701	-0.1808	0.2509	0.5593667230019148	0.9958970300880995	False
R-HSA-198323	AKT phosphorylates targets in the cytosol	CHI3L1	13	166	-0.679	0.166	-0.845	0.4060073337215624	0.9958970300880995	False
R-HSA-198323	AKT phosphorylates targets in the cytosol	CD44	13	166	-0.309	-0.1803	-0.1287	0.8610159286807615	0.9958970300880995	False
R-HSA-9022707	MECP2 regulates transcription factors	CHI3L1	11	168	0.2217	0.1452	0.0766	0.8735383910360429	0.9958970300880995	False
R-HSA-9022707	MECP2 regulates transcription factors	CD44	11	168	-0.8116	-0.1606	-0.651	0.21934259887568464	0.9958970300880995	False
R-HSA-8849473	PTK6 Expression	CHI3L1	5	174	0.1726	0.1452	0.0274	0.802240871108626	0.9958970300880995	False
R-HSA-8849473	PTK6 Expression	CD44	5	174	0.5082	-0.1904	0.6986	0.9222744760232164	0.9958970300880995	False
R-HSA-9931510	Phosphorylated BMAL1:CLOCK (ARNTL:CLOCK) activates expression of core clock genes	CHI3L1	26	153	1.0241	0.1356	0.8884	0.37988363759163013	0.9958970300880995	False
R-HSA-9931510	Phosphorylated BMAL1:CLOCK (ARNTL:CLOCK) activates expression of core clock genes	CD44	26	153	0.3376	-0.2269	0.5645	0.11453275307685092	0.9958970300880995	False
R-HSA-9931521	The CRY:PER:kinase complex represses transactivation by the BMAL:CLOCK (ARNTL:CLOCK) complex	CHI3L1	26	153	1.0241	0.1356	0.8884	0.37988363759163013	0.9958970300880995	False
R-HSA-9931521	The CRY:PER:kinase complex represses transactivation by the BMAL:CLOCK (ARNTL:CLOCK) complex	CD44	26	153	0.3376	-0.2269	0.5645	0.11453275307685092	0.9958970300880995	False
R-HSA-9931512	Phosphorylation of CLOCK, acetylation of BMAL1 (ARNTL) at target gene promoters	CHI3L1	25	154	1.1736	0.1231	1.0505	0.29338899796798545	0.9958970300880995	False
R-HSA-9931512	Phosphorylation of CLOCK, acetylation of BMAL1 (ARNTL) at target gene promoters	CD44	25	154	0.8239	-0.2248	1.0487	0.11052449763894868	0.9958970300880995	False
R-HSA-399955	SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	CHI3L1	14	165	1.2908	0.1107	1.1801	0.2862553379993077	0.9958970300880995	False
R-HSA-399955	SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	CD44	14	165	0.1881	-0.1808	0.3689	0.708877073016025	0.9958970300880995	False
R-HSA-418889	Caspase activation via Dependence Receptors in the absence of ligand	CHI3L1	13	166	1.1736	0.1452	1.0285	0.7199696589493805	0.9958970300880995	False
R-HSA-418889	Caspase activation via Dependence Receptors in the absence of ligand	CD44	13	166	-0.309	-0.1643	-0.1447	0.4251075486359951	0.9958970300880995	False
R-HSA-432720	Lysosome Vesicle Biogenesis	CHI3L1	10	169	-0.4265	0.1594	-0.5859	0.5156554723793665	0.9958970300880995	False
R-HSA-432720	Lysosome Vesicle Biogenesis	CD44	10	169	-0.6683	-0.1488	-0.5195	0.09921013108289863	0.9958970300880995	False
R-HSA-5140745	WNT5A-dependent internalization of FZD2, FZD5 and ROR2	CHI3L1	5	174	0.8745	0.1452	0.7294	0.808821944315689	0.9958970300880995	False
R-HSA-5140745	WNT5A-dependent internalization of FZD2, FZD5 and ROR2	CD44	5	174	0.8239	-0.1904	1.0143	0.28915281843683893	0.9958970300880995	False
R-HSA-9918485	Dengue Virus Attachment and Entry	CHI3L1	12	167	-0.2287	0.1547	-0.3833	0.3254109542484872	0.9958970300880995	False
R-HSA-9918485	Dengue Virus Attachment and Entry	CD44	12	167	-1.0017	-0.1798	-0.8219	0.3169706514542744	0.9958970300880995	False
R-HSA-8866427	VLDLR internalisation and degradation	CHI3L1	13	166	-0.6445	0.157	-0.8015	0.5538902469902929	0.9958970300880995	False
R-HSA-8866427	VLDLR internalisation and degradation	CD44	13	166	0.6488	-0.2113	0.8601	0.22246131362218025	0.9958970300880995	False
R-HSA-8964038	LDL clearance	CHI3L1	5	174	0.8745	0.1452	0.7294	0.808821944315689	0.9958970300880995	False
R-HSA-8964038	LDL clearance	CD44	5	174	0.8239	-0.1904	1.0143	0.28915281843683893	0.9958970300880995	False
R-HSA-177504	Retrograde neurotrophin signalling	CHI3L1	8	171	0.6573	0.1356	0.5217	0.8937483454632151	0.9958970300880995	False
R-HSA-177504	Retrograde neurotrophin signalling	CD44	8	171	-0.2908	-0.1798	-0.111	0.7919457035309057	0.9958970300880995	False
R-HSA-9679191	Potential therapeutics for SARS	CHI3L1	29	150	0.8745	0.1231	0.7514	0.3424480437055494	0.9958970300880995	False
R-HSA-9679191	Potential therapeutics for SARS	CD44	29	150	-0.2616	-0.1803	-0.0813	0.6455239926817975	0.9958970300880995	False
R-HSA-2025928	Calcineurin activates NFAT	CHI3L1	5	174	1.8132	0.1452	1.668	0.23317635223981353	0.9958970300880995	False
R-HSA-5099900	WNT5A-dependent internalization of FZD4	CD44	12	167	0.2756	-0.1808	0.4564	0.404597684893902	0.9958970300880995	False
R-HSA-2132295	MHC class II antigen presentation	CHI3L1	24	155	-0.0574	0.1594	-0.2168	0.7621309697157921	0.9958970300880995	False
R-HSA-2132295	MHC class II antigen presentation	CD44	24	155	-0.5982	-0.1381	-0.4601	0.12698043205295195	0.9958970300880995	False
R-HSA-3928665	EPH-ephrin mediated repulsion of cells	CHI3L1	14	165	0.9563	0.1356	0.8207	0.5708757883882081	0.9958970300880995	False
R-HSA-3928665	EPH-ephrin mediated repulsion of cells	CD44	14	165	-0.3795	-0.1724	-0.2071	0.5243853329571511	0.9958970300880995	False
R-HSA-437239	Recycling pathway of L1	CHI3L1	11	168	-0.6262	0.157	-0.7833	0.7298242252171856	0.9958970300880995	False
R-HSA-437239	Recycling pathway of L1	CD44	11	168	-0.2523	-0.1761	-0.0762	0.5992030914539861	0.9958970300880995	False
R-HSA-77387	Insulin receptor recycling	CHI3L1	9	170	0.2217	0.1452	0.0766	0.7993890480082476	0.9958970300880995	False
R-HSA-77387	Insulin receptor recycling	CD44	9	170	-0.45	-0.1761	-0.2739	0.4617248107159836	0.9958970300880995	False
R-HSA-9860927	Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells	CHI3L1	10	169	-0.4438	0.1594	-0.6031	0.5912651822441051	0.9958970300880995	False
R-HSA-9860927	Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells	CD44	10	169	-0.8491	-0.1724	-0.6767	0.07395828182280971	0.9958970300880995	False
R-HSA-982772	Growth hormone receptor signaling	CHI3L1	7	172	-0.7039	0.166	-0.8699	0.22621776940573912	0.9958970300880995	False
R-HSA-982772	Growth hormone receptor signaling	CD44	7	172	-0.45	-0.1803	-0.2697	0.8299050628832968	0.9958970300880995	False
R-HSA-392851	Prostacyclin signalling through prostacyclin receptor	CHI3L1	12	167	1.2136	0.1356	1.078	0.2546496777375411	0.9958970300880995	False
