Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-428359,"Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA",5,13,7.999507722601686E-4,7.630851506235103E-11,2.792891651282048E-8,2,3,1.8646280067126608E-4,9606,Homo sapiens,"CD44","","R-HSA-428287;R-HSA-428296"
R-HSA-9927432,"Developmental Lineage of Mammary Gland Myoepithelial Cells",4,36,0.0022152482924127745,9.360707495797982E-7,1.7130094717310307E-4,2,2,1.2430853378084405E-4,9606,Homo sapiens,"EGFR;CD44","","R-HSA-9925879;R-HSA-9925892"
R-HSA-8986944,"Transcriptional Regulation by MECP2",5,100,0.006153467478924374,1.8137276355245646E-6,2.0531094323239518E-4,6,77,0.004785878550562496,9606,Homo sapiens,"SOX2;GRIA2;PTEN","","R-HSA-9615554;R-HSA-9615570;R-HSA-9615571;R-HSA-9615536;R-HSA-9022365;R-HSA-9022359"
R-HSA-452723,"Transcriptional regulation of pluripotent stem cells",4,45,0.0027690603655159685,2.256164211345002E-6,2.0531094323239518E-4,30,35,0.002175399341164771,9606,Homo sapiens,"SOX2;STAT3","","R-HSA-2972975;R-HSA-480515;R-HSA-2972965;R-HSA-452750;R-HSA-2972964;R-HSA-2972967;R-HSA-480204;R-HSA-2972966;R-HSA-2972960;R-HSA-2895778;R-HSA-480520;R-HSA-2972962;R-HSA-480470;R-HSA-452894;R-HSA-452958;R-HSA-452701;R-HSA-2972977;R-HSA-2972979;R-HSA-2972978;R-HSA-6800120;R-HSA-452838;R-HSA-452515;R-HSA-480685;R-HSA-452392;R-HSA-1112609;R-HSA-2972956;R-HSA-452338;R-HSA-2972949;R-HSA-2972948;R-HSA-480509"
R-HSA-2892247,"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation",3,21,0.0012922281705741185,1.1435905517553913E-5,8.348211027814356E-4,16,16,9.944682702467524E-4,9606,Homo sapiens,"SOX2;STAT3","","R-HSA-2972975;R-HSA-480515;R-HSA-452515;R-HSA-452750;R-HSA-2972964;R-HSA-2972967;R-HSA-2972960;R-HSA-2972962;R-HSA-480470;R-HSA-2972956;R-HSA-452338;R-HSA-452958;R-HSA-480509;R-HSA-452701;R-HSA-2972978;R-HSA-6800120"
R-HSA-9924644,"Developmental Lineages of the Mammary Gland",4,81,0.0049843086579287425,2.2498499130385596E-5,0.0013724084469535214,5,8,4.972341351233762E-4,9606,Homo sapiens,"EGFR;CD44","","R-HSA-9925879;R-HSA-9925892;R-HSA-9927428;R-HSA-9960175;R-HSA-9925817"
R-HSA-6804754,"Regulation of TP53 Expression",2,4,2.4613869915697496E-4,3.182621742714442E-5,0.0016549633062115099,5,5,3.1077133445211015E-4,9606,Homo sapiens,"TP53","","R-HSA-6804194;R-HSA-6804193;R-HSA-6804191;R-HSA-6804188;R-HSA-6804762"
R-HSA-6785807,"Interleukin-4 and Interleukin-13 signaling",5,211,0.012983816380530429,6.46633743500713E-5,0.0029098518457532085,19,47,0.002921250543849835,9606,Homo sapiens,"SOX2;STAT3;TP53","","R-HSA-6788582;R-HSA-6790022;R-HSA-6786095;R-HSA-6788623;R-HSA-6789615;R-HSA-6788622;R-HSA-6790029;R-HSA-6786124;R-HSA-6790025;R-HSA-6789960;R-HSA-6790038;R-HSA-6786293;R-HSA-6788628;R-HSA-6790036;R-HSA-6786097;R-HSA-6797245;R-HSA-6788571;R-HSA-6790041;R-HSA-6786072"
R-HSA-9818025,"NFE2L2 regulating TCA cycle genes",2,7,4.3074272352470615E-4,9.709687533865363E-5,0.0038838750135461453,2,4,2.486170675616881E-4,9606,Homo sapiens,"IDH1","","R-HSA-9761844;R-HSA-9761822"
R-HSA-9734779,"Developmental Cell Lineages of the Integumentary System",4,122,0.007507230324287736,1.0920883683074312E-4,0.003931518125906752,5,12,7.458512026850643E-4,9606,Homo sapiens,"EGFR;CD44","","R-HSA-9925879;R-HSA-9925892;R-HSA-9927428;R-HSA-9960175;R-HSA-9925817"
R-HSA-5628897,"TP53 Regulates Metabolic Genes",4,128,0.007876438373023199,1.312027669339022E-4,0.004329691308818773,16,34,0.002113245074274349,9606,Homo sapiens,"PTEN;TP53","","R-HSA-5632759;R-HSA-5632887;R-HSA-2318752;R-HSA-5632914;R-HSA-5632924;R-HSA-5632892;R-HSA-5632766;R-HSA-5629189;R-HSA-5628901;R-HSA-2321904;R-HSA-5632993;R-HSA-5629187;R-HSA-5628899;R-HSA-5632386;R-HSA-5632393;R-HSA-5632939"
R-HSA-6807070,"PTEN Regulation",4,156,0.009599409267122024,2.781421700527309E-4,0.008344265101581927,42,56,0.0034806389458636334,9606,Homo sapiens,"PTEN;TP53","","R-HSA-6807206;R-HSA-8943817;R-HSA-6807077;R-HSA-8944650;R-HSA-8944522;R-HSA-2318752;R-HSA-8851011;R-HSA-8944397;R-HSA-8850945;R-HSA-8944078;R-HSA-8948800;R-HSA-8944706;R-HSA-8943811;R-HSA-8948569;R-HSA-8944026;R-HSA-8944538;R-HSA-8850961;R-HSA-8944599;R-HSA-8944104;R-HSA-8944684;R-HSA-6807106;R-HSA-8945709;R-HSA-6807105;R-HSA-8847968;R-HSA-8944047;R-HSA-8948832;R-HSA-6807118;R-HSA-8944099;R-HSA-8944483;R-HSA-8943780;R-HSA-8944420;R-HSA-8847977;R-HSA-8948775;R-HSA-8944632;R-HSA-6807126;R-HSA-8944569;R-HSA-8850997;R-HSA-8850992;R-HSA-8943728;R-HSA-6807134;R-HSA-8944497;R-HSA-5632939"
R-HSA-8943724,"Regulation of PTEN gene transcription",3,68,0.004184357885668575,3.638598963129347E-4,0.009908353099090661,13,15,9.323140033563305E-4,9606,Homo sapiens,"PTEN;TP53","","R-HSA-8944104;R-HSA-8943817;R-HSA-6807077;R-HSA-8944397;R-HSA-8944078;R-HSA-8944047;R-HSA-8944099;R-HSA-8943811;R-HSA-8943780;R-HSA-8944420;R-HSA-8944026;R-HSA-8943728;R-HSA-5632939"
R-HSA-9832991,"Formation of the posterior neural plate",2,14,8.614854470494123E-4,3.8494948611522695E-4,0.009908353099090661,4,6,3.7292560134253216E-4,9606,Homo sapiens,"SOX2","","R-HSA-9833063;R-HSA-9832988;R-HSA-9832845;R-HSA-9833066"
R-HSA-1257604,"PIP3 activates AKT signaling",5,315,0.01938342255861178,4.128480457954442E-4,0.009908353099090661,45,89,0.005531729753247561,9606,Homo sapiens,"PTEN;TP53;EGFR","","R-HSA-6807206;R-HSA-8943817;R-HSA-8857925;R-HSA-6807077;R-HSA-8944650;R-HSA-8944522;R-HSA-2318752;R-HSA-8851011;R-HSA-8944397;R-HSA-8850945;R-HSA-8944078;R-HSA-8948800;R-HSA-8944706;R-HSA-8943811;R-HSA-8948569;R-HSA-8944026;R-HSA-8944538;R-HSA-8850961;R-HSA-8944599;R-HSA-8944104;R-HSA-199456;R-HSA-8944684;R-HSA-6807106;R-HSA-8945709;R-HSA-6807105;R-HSA-8847968;R-HSA-8944047;R-HSA-8948832;R-HSA-6807118;R-HSA-8944099;R-HSA-8944483;R-HSA-8943780;R-HSA-8944420;R-HSA-8847977;R-HSA-8948775;R-HSA-8944632;R-HSA-6807126;R-HSA-2316434;R-HSA-8944569;R-HSA-8850997;R-HSA-8850992;R-HSA-8943728;R-HSA-6807134;R-HSA-8944497;R-HSA-5632939"
R-HSA-9823739,"Formation of the anterior neural plate",2,19,0.001169158820995631,7.045284648526939E-4,0.015499626226759267,4,15,9.323140033563305E-4,9606,Homo sapiens,"SOX2","","R-HSA-9832845;R-HSA-9833066;R-HSA-9832824;R-HSA-9832841"
R-HSA-9006925,"Intracellular signaling by second messengers",5,363,0.022337086948495476,7.829839358294288E-4,0.016311032083280885,45,117,0.007272049226179377,9606,Homo sapiens,"PTEN;TP53;EGFR","","R-HSA-6807206;R-HSA-8943817;R-HSA-8857925;R-HSA-6807077;R-HSA-8944650;R-HSA-8944522;R-HSA-2318752;R-HSA-8851011;R-HSA-8944397;R-HSA-8850945;R-HSA-8944078;R-HSA-8948800;R-HSA-8944706;R-HSA-8943811;R-HSA-8948569;R-HSA-8944026;R-HSA-8944538;R-HSA-8850961;R-HSA-8944599;R-HSA-8944104;R-HSA-199456;R-HSA-8944684;R-HSA-6807106;R-HSA-8945709;R-HSA-6807105;R-HSA-8847968;R-HSA-8944047;R-HSA-8948832;R-HSA-6807118;R-HSA-8944099;R-HSA-8944483;R-HSA-8943780;R-HSA-8944420;R-HSA-8847977;R-HSA-8948775;R-HSA-8944632;R-HSA-6807126;R-HSA-2316434;R-HSA-8944569;R-HSA-8850997;R-HSA-8850992;R-HSA-8943728;R-HSA-6807134;R-HSA-8944497;R-HSA-5632939"
R-HSA-212436,"Generic Transcription Pathway",10,1574,0.09685557811826964,8.24871909529068E-4,0.016311032083280885,178,879,0.05463360059668096,9606,Homo sapiens,"SOX2;GRIA2;PTEN;TP53;EGFR","","R-HSA-6796647;R-HSA-6799462;R-HSA-4331331;R-HSA-3215152;R-HSA-6805103;R-HSA-4331340;R-HSA-6796649;R-HSA-8853911;R-HSA-6805109;R-HSA-6791285;R-HSA-6811508;R-HSA-6805620;R-HSA-9022365;R-HSA-3215144;R-HSA-6800253;R-HSA-6791291;R-HSA-8853915;R-HSA-6800250;R-HSA-6806394;R-HSA-9022359;R-HSA-6806392;R-HSA-6799431;R-HSA-5632887;R-HSA-9615536;R-HSA-6805059;R-HSA-5632892;R-HSA-6811479;R-HSA-69685;R-HSA-3222020;R-HSA-6799441;R-HSA-3700992;R-HSA-3700997;R-HSA-6803801;R-HSA-9615570;R-HSA-6798374;R-HSA-3222128;R-HSA-9615571;R-HSA-6805285;R-HSA-6801184;R-HSA-6798126;R-HSA-6792491;R-HSA-6805035;R-HSA-5629189;R-HSA-9615554;R-HSA-3222116;R-HSA-5629187;R-HSA-6799409;R-HSA-6798129;R-HSA-3239014;R-HSA-5633295;R-HSA-6801213;R-HSA-6798139;R-HSA-6798138;R-HSA-6799418;R-HSA-6801209;R-HSA-6799416;R-HSA-6801415;R-HSA-6803719;R-HSA-6804998;R-HSA-6804996;R-HSA-6798082;R-HSA-6798081;R-HSA-6801166;R-HSA-6800396;R-HSA-6798615;R-HSA-6798611;R-HSA-6804242;R-HSA-5633314;R-HSA-6805276;R-HSA-3222093;R-HSA-6804762;R-HSA-6805479;R-HSA-6801637;R-HSA-6799332;R-HSA-2318752;R-HSA-6805730;R-HSA-6804194;R-HSA-6803425;R-HSA-6804193;R-HSA-6798304;R-HSA-6803437;R-HSA-6805740;R-HSA-139913;R-HSA-6803946;R-HSA-6801641;R-HSA-5628871;R-HSA-6802165;R-HSA-6791409;R-HSA-6805755;R-HSA-6802170;R-HSA-6799815;R-HSA-6797766;R-HSA-5632759;R-HSA-3215251;R-HSA-8874789;R-HSA-6800836;R-HSA-6798020;R-HSA-6797763;R-HSA-6791363;R-HSA-6801089;R-HSA-6798031;R-HSA-6803917;R-HSA-8874797;R-HSA-5632766;R-HSA-6801355;R-HSA-6803914;R-HSA-6798282;R-HSA-6804425;R-HSA-6803400;R-HSA-5628901;R-HSA-6793685;R-HSA-5632993;R-HSA-140214;R-HSA-5628899;R-HSA-6803935;R-HSA-6804191;R-HSA-6805470;R-HSA-6804188;R-HSA-6791387;R-HSA-6798299;R-HSA-6804441;R-HSA-3700984;R-HSA-3222259;R-HSA-6799777;R-HSA-3222006;R-HSA-5632914;R-HSA-8952128;R-HSA-5632924;R-HSA-6800044;R-HSA-3700981;R-HSA-6800042;R-HSA-6797993;R-HSA-6791349;R-HSA-6791348;R-HSA-6798004;R-HSA-5633414;R-HSA-2321904;R-HSA-6804402;R-HSA-5632386;R-HSA-6800816;R-HSA-6801087;R-HSA-6803391;R-HSA-6803388;R-HSA-6798268;R-HSA-5632393;R-HSA-6805126;R-HSA-5633460;R-HSA-6805638;R-HSA-6791302;R-HSA-6806405;R-HSA-6805122;R-HSA-6800001;R-HSA-6804879;R-HSA-6799246;R-HSA-6806413;R-HSA-6806412;R-HSA-3222237;R-HSA-6791306;R-HSA-3221982;R-HSA-6806408;R-HSA-6805399;R-HSA-6800279;R-HSA-6806423;R-HSA-5633441;R-HSA-6806419;R-HSA-6805650;R-HSA-6803858;R-HSA-6806417;R-HSA-6799761;R-HSA-6804383;R-HSA-6791327;R-HSA-6803871;R-HSA-6791323;R-HSA-6804379;R-HSA-5632939;R-HSA-6806425;R-HSA-5693609;R-HSA-3215310"
R-HSA-8866910,"TFAP2 (AP-2) family regulates transcription of growth factors and their receptors",2,21,0.0012922281705741185,8.584753728042571E-4,0.016311032083280885,2,18,0.0011187768040275966,9606,Homo sapiens,"EGFR","","R-HSA-8874789;R-HSA-8874797"
R-HSA-9926550,"Regulation of MITF-M-dependent genes involved in extracellular matrix, focal adhesion and epithelial-to-mesenchymal transition",2,23,0.001415297520152606,0.0010271717936845004,0.018489092286321007,2,22,0.0013673938715892846,9606,Homo sapiens,"SOX2","","R-HSA-9926523;R-HSA-9926490"
R-HSA-9754189,"Germ layer formation at gastrulation",2,24,0.0014768321949418497,0.0011170151720207855,0.018989257924353353,4,11,6.836969357946423E-4,9606,Homo sapiens,"SOX2","","R-HSA-9756661;R-HSA-9754480;R-HSA-452353;R-HSA-480378"
R-HSA-73857,"RNA Polymerase II Transcription",10,1678,0.103255184296351,0.001354642690532648,0.02167428304852237,178,939,0.05836285661010628,9606,Homo sapiens,"SOX2;GRIA2;PTEN;TP53;EGFR","","R-HSA-6796647;R-HSA-6799462;R-HSA-4331331;R-HSA-3215152;R-HSA-6805103;R-HSA-4331340;R-HSA-6796649;R-HSA-8853911;R-HSA-6805109;R-HSA-6791285;R-HSA-6811508;R-HSA-6805620;R-HSA-9022365;R-HSA-3215144;R-HSA-6800253;R-HSA-6791291;R-HSA-8853915;R-HSA-6800250;R-HSA-6806394;R-HSA-9022359;R-HSA-6806392;R-HSA-6799431;R-HSA-5632887;R-HSA-9615536;R-HSA-6805059;R-HSA-5632892;R-HSA-6811479;R-HSA-69685;R-HSA-3222020;R-HSA-6799441;R-HSA-3700992;R-HSA-3700997;R-HSA-6803801;R-HSA-9615570;R-HSA-6798374;R-HSA-3222128;R-HSA-9615571;R-HSA-6805285;R-HSA-6801184;R-HSA-6798126;R-HSA-6792491;R-HSA-6805035;R-HSA-5629189;R-HSA-9615554;R-HSA-3222116;R-HSA-5629187;R-HSA-6799409;R-HSA-6798129;R-HSA-3239014;R-HSA-5633295;R-HSA-6801213;R-HSA-6798139;R-HSA-6798138;R-HSA-6799418;R-HSA-6801209;R-HSA-6799416;R-HSA-6801415;R-HSA-6803719;R-HSA-6804998;R-HSA-6804996;R-HSA-6798082;R-HSA-6798081;R-HSA-6801166;R-HSA-6800396;R-HSA-6798615;R-HSA-6798611;R-HSA-6804242;R-HSA-5633314;R-HSA-6805276;R-HSA-3222093;R-HSA-6804762;R-HSA-6805479;R-HSA-6801637;R-HSA-6799332;R-HSA-2318752;R-HSA-6805730;R-HSA-6804194;R-HSA-6803425;R-HSA-6804193;R-HSA-6798304;R-HSA-6803437;R-HSA-6805740;R-HSA-139913;R-HSA-6803946;R-HSA-6801641;R-HSA-5628871;R-HSA-6802165;R-HSA-6791409;R-HSA-6805755;R-HSA-6802170;R-HSA-6799815;R-HSA-6797766;R-HSA-5632759;R-HSA-3215251;R-HSA-8874789;R-HSA-6800836;R-HSA-6798020;R-HSA-6797763;R-HSA-6791363;R-HSA-6801089;R-HSA-6798031;R-HSA-6803917;R-HSA-8874797;R-HSA-5632766;R-HSA-6801355;R-HSA-6803914;R-HSA-6798282;R-HSA-6804425;R-HSA-6803400;R-HSA-5628901;R-HSA-6793685;R-HSA-5632993;R-HSA-140214;R-HSA-5628899;R-HSA-6803935;R-HSA-6804191;R-HSA-6805470;R-HSA-6804188;R-HSA-6791387;R-HSA-6798299;R-HSA-6804441;R-HSA-3700984;R-HSA-3222259;R-HSA-6799777;R-HSA-3222006;R-HSA-5632914;R-HSA-8952128;R-HSA-5632924;R-HSA-6800044;R-HSA-3700981;R-HSA-6800042;R-HSA-6797993;R-HSA-6791349;R-HSA-6791348;R-HSA-6798004;R-HSA-5633414;R-HSA-2321904;R-HSA-6804402;R-HSA-5632386;R-HSA-6800816;R-HSA-6801087;R-HSA-6803391;R-HSA-6803388;R-HSA-6798268;R-HSA-5632393;R-HSA-6805126;R-HSA-5633460;R-HSA-6805638;R-HSA-6791302;R-HSA-6806405;R-HSA-6805122;R-HSA-6800001;R-HSA-6804879;R-HSA-6799246;R-HSA-6806413;R-HSA-6806412;R-HSA-3222237;R-HSA-6791306;R-HSA-3221982;R-HSA-6806408;R-HSA-6805399;R-HSA-6800279;R-HSA-6806423;R-HSA-5633441;R-HSA-6806419;R-HSA-6805650;R-HSA-6803858;R-HSA-6806417;R-HSA-6799761;R-HSA-6804383;R-HSA-6791327;R-HSA-6803871;R-HSA-6791323;R-HSA-6804379;R-HSA-5632939;R-HSA-6806425;R-HSA-5693609;R-HSA-3215310"
R-HSA-9938206,"Developmental Lineage of Mammary Stem Cells",2,28,0.0017229708940988246,0.0015126901757755995,0.022690352636633992,1,1,6.215426689042202E-5,9606,Homo sapiens,"CD44","","R-HSA-9925817"
R-HSA-8943723,"Regulation of PTEN mRNA translation",2,29,0.0017845055688880684,0.001620613348230715,0.024309200223460725,13,24,0.0014917024053701287,9606,Homo sapiens,"PTEN","","R-HSA-8944650;R-HSA-8944522;R-HSA-2318752;R-HSA-8944684;R-HSA-8945709;R-HSA-8944706;R-HSA-8944483;R-HSA-8944632;R-HSA-8944569;R-HSA-8948569;R-HSA-8944538;R-HSA-8944497;R-HSA-8944599"
R-HSA-9022699,"MECP2 regulates neuronal receptors and channels",2,32,0.0019691095932557997,0.0019657678589025673,0.026372401356104747,2,26,0.0016160109391509727,9606,Homo sapiens,"GRIA2","","R-HSA-9022365;R-HSA-9022359"
R-HSA-9723907,"Loss of Function of TP53 in Cancer",1,1,6.153467478924374E-5,0.0020286462581619036,0.026372401356104747,1,1,6.215426689042202E-5,9606,Homo sapiens,"TP53","","R-HSA-9723906"
R-HSA-9723905,"Loss of function of TP53 in cancer due to loss of tetramerization ability",1,1,6.153467478924374E-5,0.0020286462581619036,0.026372401356104747,1,1,6.215426689042202E-5,9606,Homo sapiens,"TP53","","R-HSA-9723906"
R-HSA-3700989,"Transcriptional Regulation by TP53",5,487,0.029967386622361702,0.002846371644780965,0.036479714171094635,167,258,0.016035800857728884,9606,Homo sapiens,"PTEN;TP53","","R-HSA-6796647;R-HSA-6799462;R-HSA-4331331;R-HSA-3215152;R-HSA-6805103;R-HSA-4331340;R-HSA-6796649;R-HSA-6805109;R-HSA-6791285;R-HSA-6811508;R-HSA-6805620;R-HSA-3215144;R-HSA-6800253;R-HSA-6791291;R-HSA-6800250;R-HSA-6806394;R-HSA-6806392;R-HSA-6799431;R-HSA-5632887;R-HSA-6805059;R-HSA-5632892;R-HSA-6811479;R-HSA-69685;R-HSA-3222020;R-HSA-6799441;R-HSA-3700992;R-HSA-3700997;R-HSA-6803801;R-HSA-6798374;R-HSA-3222128;R-HSA-6805285;R-HSA-6801184;R-HSA-6798126;R-HSA-6792491;R-HSA-6805035;R-HSA-5629189;R-HSA-3222116;R-HSA-5629187;R-HSA-6799409;R-HSA-6798129;R-HSA-3239014;R-HSA-5633295;R-HSA-6801213;R-HSA-6798139;R-HSA-6798138;R-HSA-6799418;R-HSA-6801209;R-HSA-6799416;R-HSA-6801415;R-HSA-6803719;R-HSA-6804998;R-HSA-6804996;R-HSA-6798082;R-HSA-6798081;R-HSA-6801166;R-HSA-6800396;R-HSA-6798615;R-HSA-6798611;R-HSA-6804242;R-HSA-5633314;R-HSA-6805276;R-HSA-3222093;R-HSA-6804762;R-HSA-6805479;R-HSA-6801637;R-HSA-6799332;R-HSA-2318752;R-HSA-6805730;R-HSA-6804194;R-HSA-6803425;R-HSA-6804193;R-HSA-6798304;R-HSA-6803437;R-HSA-6805740;R-HSA-139913;R-HSA-6803946;R-HSA-6801641;R-HSA-5628871;R-HSA-6802165;R-HSA-6791409;R-HSA-6805755;R-HSA-6802170;R-HSA-6799815;R-HSA-6797766;R-HSA-5632759;R-HSA-3215251;R-HSA-6800836;R-HSA-6798020;R-HSA-6797763;R-HSA-6791363;R-HSA-6801089;R-HSA-6798031;R-HSA-6803917;R-HSA-5632766;R-HSA-6801355;R-HSA-6803914;R-HSA-6798282;R-HSA-6804425;R-HSA-6803400;R-HSA-5628901;R-HSA-6793685;R-HSA-5632993;R-HSA-140214;R-HSA-5628899;R-HSA-6803935;R-HSA-6804191;R-HSA-6805470;R-HSA-6804188;R-HSA-6791387;R-HSA-6798299;R-HSA-6804441;R-HSA-3700984;R-HSA-3222259;R-HSA-6799777;R-HSA-3222006;R-HSA-5632914;R-HSA-5632924;R-HSA-6800044;R-HSA-3700981;R-HSA-6800042;R-HSA-6797993;R-HSA-6791349;R-HSA-6791348;R-HSA-6798004;R-HSA-5633414;R-HSA-2321904;R-HSA-6804402;R-HSA-5632386;R-HSA-6800816;R-HSA-6801087;R-HSA-6803391;R-HSA-6803388;R-HSA-6798268;R-HSA-5632393;R-HSA-6805126;R-HSA-5633460;R-HSA-6805638;R-HSA-6791302;R-HSA-6806405;R-HSA-6805122;R-HSA-6800001;R-HSA-6804879;R-HSA-6799246;R-HSA-6806413;R-HSA-6806412;R-HSA-3222237;R-HSA-6791306;R-HSA-3221982;R-HSA-6806408;R-HSA-6805399;R-HSA-6800279;R-HSA-6806423;R-HSA-5633441;R-HSA-6806419;R-HSA-6805650;R-HSA-6803858;R-HSA-6806417;R-HSA-6799761;R-HSA-6804383;R-HSA-6791327;R-HSA-6803871;R-HSA-6791323;R-HSA-6804379;R-HSA-5632939;R-HSA-6806425;R-HSA-5693609;R-HSA-3215310"
R-HSA-390471,"Association of TriC/CCT with target proteins during biosynthesis",2,40,0.0024613869915697494,0.003040549013598959,0.036479714171094635,1,2,1.2430853378084405E-4,9606,Homo sapiens,"STAT3;TP53","","R-HSA-390470"
R-HSA-5689896,"Ovarian tumor domain proteases",2,44,0.0027075256907267246,0.0036604863111511232,0.036479714171094635,2,14,8.701597364659083E-4,9606,Homo sapiens,"PTEN;TP53","","R-HSA-5690843;R-HSA-8873946"
R-HSA-74160,"Gene expression (Transcription)",10,1922,0.11826964494492646,0.0037489497819536144,0.036479714171094635,178,1139,0.07079370998819069,9606,Homo sapiens,"SOX2;GRIA2;PTEN;TP53;EGFR","","R-HSA-6796647;R-HSA-6799462;R-HSA-4331331;R-HSA-3215152;R-HSA-6805103;R-HSA-4331340;R-HSA-6796649;R-HSA-8853911;R-HSA-6805109;R-HSA-6791285;R-HSA-6811508;R-HSA-6805620;R-HSA-9022365;R-HSA-3215144;R-HSA-6800253;R-HSA-6791291;R-HSA-8853915;R-HSA-6800250;R-HSA-6806394;R-HSA-9022359;R-HSA-6806392;R-HSA-6799431;R-HSA-5632887;R-HSA-9615536;R-HSA-6805059;R-HSA-5632892;R-HSA-6811479;R-HSA-69685;R-HSA-3222020;R-HSA-6799441;R-HSA-3700992;R-HSA-3700997;R-HSA-6803801;R-HSA-9615570;R-HSA-6798374;R-HSA-3222128;R-HSA-9615571;R-HSA-6805285;R-HSA-6801184;R-HSA-6798126;R-HSA-6792491;R-HSA-6805035;R-HSA-5629189;R-HSA-9615554;R-HSA-3222116;R-HSA-5629187;R-HSA-6799409;R-HSA-6798129;R-HSA-3239014;R-HSA-5633295;R-HSA-6801213;R-HSA-6798139;R-HSA-6798138;R-HSA-6799418;R-HSA-6801209;R-HSA-6799416;R-HSA-6801415;R-HSA-6803719;R-HSA-6804998;R-HSA-6804996;R-HSA-6798082;R-HSA-6798081;R-HSA-6801166;R-HSA-6800396;R-HSA-6798615;R-HSA-6798611;R-HSA-6804242;R-HSA-5633314;R-HSA-6805276;R-HSA-3222093;R-HSA-6804762;R-HSA-6805479;R-HSA-6801637;R-HSA-6799332;R-HSA-2318752;R-HSA-6805730;R-HSA-6804194;R-HSA-6803425;R-HSA-6804193;R-HSA-6798304;R-HSA-6803437;R-HSA-6805740;R-HSA-139913;R-HSA-6803946;R-HSA-6801641;R-HSA-5628871;R-HSA-6802165;R-HSA-6791409;R-HSA-6805755;R-HSA-6802170;R-HSA-6799815;R-HSA-6797766;R-HSA-5632759;R-HSA-3215251;R-HSA-8874789;R-HSA-6800836;R-HSA-6798020;R-HSA-6797763;R-HSA-6791363;R-HSA-6801089;R-HSA-6798031;R-HSA-6803917;R-HSA-8874797;R-HSA-5632766;R-HSA-6801355;R-HSA-6803914;R-HSA-6798282;R-HSA-6804425;R-HSA-6803400;R-HSA-5628901;R-HSA-6793685;R-HSA-5632993;R-HSA-140214;R-HSA-5628899;R-HSA-6803935;R-HSA-6804191;R-HSA-6805470;R-HSA-6804188;R-HSA-6791387;R-HSA-6798299;R-HSA-6804441;R-HSA-3700984;R-HSA-3222259;R-HSA-6799777;R-HSA-3222006;R-HSA-5632914;R-HSA-8952128;R-HSA-5632924;R-HSA-6800044;R-HSA-3700981;R-HSA-6800042;R-HSA-6797993;R-HSA-6791349;R-HSA-6791348;R-HSA-6798004;R-HSA-5633414;R-HSA-2321904;R-HSA-6804402;R-HSA-5632386;R-HSA-6800816;R-HSA-6801087;R-HSA-6803391;R-HSA-6803388;R-HSA-6798268;R-HSA-5632393;R-HSA-6805126;R-HSA-5633460;R-HSA-6805638;R-HSA-6791302;R-HSA-6806405;R-HSA-6805122;R-HSA-6800001;R-HSA-6804879;R-HSA-6799246;R-HSA-6806413;R-HSA-6806412;R-HSA-3222237;R-HSA-6791306;R-HSA-3221982;R-HSA-6806408;R-HSA-6805399;R-HSA-6800279;R-HSA-6806423;R-HSA-5633441;R-HSA-6806419;R-HSA-6805650;R-HSA-6803858;R-HSA-6806417;R-HSA-6799761;R-HSA-6804383;R-HSA-6791327;R-HSA-6803871;R-HSA-6791323;R-HSA-6804379;R-HSA-5632939;R-HSA-6806425;R-HSA-5693609;R-HSA-3215310"
R-HSA-6806003,"Regulation of TP53 Expression and Degradation",2,46,0.002830595040305212,0.003990710150012733,0.036479714171094635,16,35,0.002175399341164771,9606,Homo sapiens,"TP53","","R-HSA-5633460;R-HSA-6804998;R-HSA-6804996;R-HSA-6804194;R-HSA-6804193;R-HSA-6804879;R-HSA-6792491;R-HSA-6793685;R-HSA-6791409;R-HSA-3700992;R-HSA-6804191;R-HSA-6804188;R-HSA-6804762;R-HSA-3700997;R-HSA-6804441;R-HSA-3215310"
R-HSA-9670621,"Defective Inhibition of DNA Recombination at Telomere",1,2,1.2306934957848748E-4,0.0040533015745660705,0.036479714171094635,2,2,1.2430853378084405E-4,9606,Homo sapiens,"ATRX","","R-HSA-9670619;R-HSA-9670620"
R-HSA-9006821,"Alternative Lengthening of Telomeres (ALT)",1,2,1.2306934957848748E-4,0.0040533015745660705,0.036479714171094635,2,2,1.2430853378084405E-4,9606,Homo sapiens,"ATRX","","R-HSA-9670619;R-HSA-9670620"
R-HSA-9673013,"Diseases of Telomere Maintenance",1,2,1.2306934957848748E-4,0.0040533015745660705,0.036479714171094635,2,2,1.2430853378084405E-4,9606,Homo sapiens,"ATRX","","R-HSA-9670619;R-HSA-9670620"
R-HSA-9670613,"Defective Inhibition of DNA Recombination at Telomere Due to DAXX Mutations",1,2,1.2306934957848748E-4,0.0040533015745660705,0.036479714171094635,1,1,6.215426689042202E-5,9606,Homo sapiens,"ATRX","","R-HSA-9670620"
